 Htr/Hrms  H1/Hrms  H2/Hrms  H1/3/Hrms H1/10/Hrms H1/50/Hrms H1/100/Hrms H1/250/Hrms H1/1000/Hrms
  2.96000  0.99995  1.61976    1.41562    1.79971    2.20564     2.35796     2.54402      2.79536
  2.97000  0.99995  1.62219    1.41563    1.79972    2.20568     2.35804     2.54420      2.79606
  2.98000  0.99995  1.62462    1.41564    1.79973    2.20572     2.35811     2.54437      2.79672
  2.99000  0.99995  1.62704    1.41564    1.79974    2.20576     2.35818     2.54453      2.79735
  3.00000  0.99996  1.62946    1.41565    1.79975    2.20579     2.35824     2.54468      2.79793
  3.01000  0.99996  1.63187    1.41565    1.79976    2.20582     2.35830     2.54482      2.79849
  3.02000  0.99996  1.63428    1.41565    1.79977    2.20585     2.35836     2.54496      2.79901
  3.03000  0.99996  1.63669    1.41566    1.79978    2.20588     2.35841     2.54508      2.79950
  3.04000  0.99996  1.63909    1.41566    1.79978    2.20591     2.35846     2.54520      2.79996
  3.05000  0.99997  1.64148    1.41567    1.79979    2.20593     2.35851     2.54531      2.80039
  3.06000  0.99997  1.64387    1.41567    1.79980    2.20596     2.35855     2.54542      2.80080
  3.07000  0.99997  1.64626    1.41567    1.79980    2.20598     2.35859     2.54552      2.80119
  3.08000  0.99997  1.64864    1.41568    1.79981    2.20600     2.35863     2.54561      2.80155
  3.09000  0.99997  1.65102    1.41568    1.79982    2.20602     2.35867     2.54570      2.80189
  3.10000  0.99997  1.65339    1.41568    1.79982    2.20604     2.35871     2.54578      2.80221
  3.11000  0.99997  1.65576    1.41569    1.79983    2.20606     2.35874     2.54586      2.80251
  3.12000  0.99998  1.65813    1.41569    1.79983    2.20607     2.35877     2.54593      2.80279
  3.13000  0.99998  1.66049    1.41569    1.79984    2.20609     2.35880     2.54600      2.80305
  3.14000  0.99998  1.66285    1.41569    1.79984    2.20610     2.35883     2.54606      2.80330
  3.15000  0.99998  1.66520    1.41570    1.79985    2.20612     2.35885     2.54612      2.80354
  3.16000  0.99998  1.66755    1.41570    1.79985    2.20613     2.35888     2.54618      2.80376
  3.17000  0.99998  1.66989    1.41570    1.79986    2.20614     2.35890     2.54623      2.80396
  3.18000  0.99998  1.67223    1.41570    1.79986    2.20616     2.35892     2.54628      2.80416
  3.19000  0.99998  1.67457    1.41570    1.79986    2.20617     2.35894     2.54633      2.80434
  3.20000  0.99998  1.67690    1.41571    1.79987    2.20618     2.35896     2.54638      2.80451
  3.21000  0.99999  1.67923    1.41571    1.79987    2.20619     2.35898     2.54642      2.80467
  3.22000  0.99999  1.68155    1.41571    1.79987    2.20620     2.35899     2.54646      2.80482
  3.23000  0.99999  1.68387    1.41571    1.79987    2.20621     2.35901     2.54649      2.80496
  3.24000  0.99999  1.68619    1.41571    1.79988    2.20621     2.35902     2.54653      2.80509
  3.25000  0.99999  1.68850    1.41571    1.79988    2.20622     2.35904     2.54656      2.80522
  3.26000  0.99999  1.69081    1.41571    1.79988    2.20623     2.35905     2.54659      2.80533
  3.27000  0.99999  1.69311    1.41572    1.79988    2.20623     2.35906     2.54662      2.80544
  3.28000  0.99999  1.69541    1.41572    1.79989    2.20624     2.35907     2.54664      2.80554
  3.29000  0.99999  1.69771    1.41572    1.79989    2.20625     2.35908     2.54667      2.80564
  3.30000  0.99999  1.70000    1.41572    1.79989    2.20625     2.35909     2.54669      2.80573
  3.31000  0.99999  1.70229    1.41572    1.79989    2.20626     2.35910     2.54671      2.80581
  3.32000  0.99999  1.70457    1.41572    1.79989    2.20626     2.35911     2.54673      2.80589
  3.33000  0.99999  1.70685    1.41572    1.79989    2.20627     2.35912     2.54675      2.80596
  3.34000  0.99999  1.70913    1.41572    1.79990    2.20627     2.35913     2.54677      2.80603
  3.35000  0.99999  1.71140    1.41572    1.79990    2.20628     2.35914     2.54679      2.80609
  3.36000  0.99999  1.71367    1.41572    1.79990    2.20628     2.35914     2.54680      2.80615
  3.37000  0.99999  1.71593    1.41572    1.79990    2.20628     2.35915     2.54682      2.80621
  3.38000  0.99999  1.71820    1.41572    1.79990    2.20629     2.35915     2.54683      2.80626
  3.39000  0.99999  1.72045    1.41573    1.79990    2.20629     2.35916     2.54685      2.80631
  3.40000  1.00000  1.72271    1.41573    1.79990    2.20629     2.35917     2.54686      2.80636
  3.41000  1.00000  1.72496    1.41573    1.79990    2.20629     2.35917     2.54687      2.80640
  3.42000  1.00000  1.72720    1.41573    1.79990    2.20630     2.35917     2.54688      2.80644
  3.43000  1.00000  1.72945    1.41573    1.79991    2.20630     2.35918     2.54689      2.80648
  3.44000  1.00000  1.73169    1.41573    1.79991    2.20630     2.35918     2.54690      2.80651
  3.45000  1.00000  1.73392    1.41573    1.79991    2.20630     2.35919     2.54691      2.80654
  3.46000  1.00000  1.73616    1.41573    1.79991    2.20631     2.35919     2.54691      2.80657
  3.47000  1.00000  1.73838    1.41573    1.79991    2.20631     2.35919     2.54692      2.80660
  3.48000  1.00000  1.74061    1.41573    1.79991    2.20631     2.35920     2.54693      2.80663
  3.49000  1.00000  1.74283    1.41573    1.79991    2.20631     2.35920     2.54694      2.80665
  3.50000  1.00000  1.74505    1.41573    1.79991    2.20631     2.35920     2.54694      2.80668
